Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,PlayerId
Yu Chang,,2B,999,104.161,-0.965496196,-13.01285599,-13.74731709,-3.090175039,-7.56470437,-38.38054868,12.36268108,-25.0178676,14773
Hanser Alberto,,2B/3B,999,98.269,0.083044602,-13.3007337,-14.02799954,-2.997016773,-8.145204014,-38.38790942,12.36268108,-25.02522833,11902
Mickey Moniak,LAA,OF,745.3599854,83.9245,-0.92743229,-13.29159322,-14.08075394,-2.885281024,-7.538116608,-38.72317707,12.55672875,-25.16644832,19956
Jackson Frazier,,OF/DH,999,111.504,-1.673588919,-13.04753604,-13.60471682,-2.93985235,-7.528166366,-38.79386049,12.55672875,-25.23713174,15983
Jason Heyward,LAD,OF,999,91.0556,-0.637347941,-13.32179698,-14.00052513,-3.034326508,-7.818980145,-38.8129767,12.55672875,-25.25624795,4940
Kevin Smith,OAK,3B,745.5900269,142.282,-1.694952747,-12.1698467,-12.96462893,-2.519304929,-6.942268616,-36.29100193,9.970805717,-25.32019621,20242
Edwin Rios,,DH,677.1400146,197.347,-2.358369125,-10.32237161,-11.32702774,-2.882571821,-5.503668846,-32.39400914,6.033740274,-25.36026887,18316
Tommy La Stella,SEA,DH,748.3599854,213.073,-0.472199424,-11.05791052,-11.0762509,-2.966325252,-6.830761065,-32.40344716,6.033740274,-25.36970688,12371
Didi Gregorius,,SS,999,178.116,-1.219851041,-11.30983211,-12.20134725,-2.963422502,-6.925792356,-34.62024526,8.249806128,-25.37043914,6012
Jo Adell,LAA,OF,473.9100037,72.7685,-0.775792257,-13.41012864,-14.31444799,-2.970466474,-7.509877147,-38.98071251,12.55672875,-25.42398376,20220
Paul DeJong,STL,SS,714.7299805,169.802,-2.373188355,-11.24816947,-12.10792979,-2.704847364,-6.259446321,-34.69358129,8.249806128,-25.44377517,18015
Samad Taylor,KCR,2B,999,65.682,-0.30294141,-13.8480215,-14.43499567,-2.291847,-7.96924133,-38.84704691,12.36268108,-25.48436583,sa918192
Yainer Diaz,HOU,C/DH,999,67.6441,0.033786295,-13.43286515,-14.30769239,-3.249863854,-7.6209013,-38.5775364,11.87087657,-25.70665983,23003
Mike Brosseau,MIL,3B,750.5499878,134.256,-1.468289552,-12.28624871,-12.96359626,-2.954017667,-7.058449175,-36.73060136,9.970805717,-25.75979565,19683
Abraham Toro,MIL,2B/3B/DH,612.1400146,72.6766,-0.382696994,-13.58497193,-14.31786898,-3.044660232,-7.80641141,-39.13660955,12.36268108,-25.77392846,19844
Dee Strange-Gordon,,P/SS/OF/DH,999,84.7064,-0.243532457,-13.77928896,-14.35885469,-2.605535351,-8.38533989,-39.37255135,12.55672875,-25.81582259,8203
George Valera,CLE,OF,999,65.682,-0.442548728,-13.6741402,-14.36382459,-3.185345852,-7.718107738,-39.38396711,12.55672875,-25.82723836,sa3006872
Zach McKinstry,CHC,2B/3B,624.3599854,73.9794,-0.425416661,-13.76339215,-14.29555796,-2.927351263,-7.981084968,-39.39280301,12.36268108,-26.03012193,19392
Alan Trejo,COL,SS,999,120.597,-0.237496053,-12.17264957,-13.03442324,-2.845649112,-7.021790251,-35.31200823,8.249806128,-26.0622021,20056
Brett Wisely,SFG,2B,999,65.682,-0.289696915,-13.88286882,-14.50225107,-2.688475975,-8.084817521,-39.4481103,12.36268108,-26.08542921,sa1170003
Terrin Vavra,BAL,2B/OF/DH,999,79.596,-0.233249389,-13.80474465,-14.26296305,-3.014239632,-8.241806229,-39.55700294,12.36268108,-26.19432186,24400
Taylor Trammell,SEA,OF,743.6799927,64.5099,-0.741717587,-13.88452129,-14.55588754,-2.77911854,-7.879567998,-39.84081296,12.55672875,-26.28408421,19960
Geraldo Perdomo,ARI,SS,692.9099731,180.663,-1.598552502,-12.03468239,-12.12256004,-2.113774249,-7.703726235,-35.57329542,8.249806128,-26.32348929,22799
Cooper Hummel,SEA,OF,999,70.4602,-0.828933573,-13.87374918,-14.34323495,-2.95982312,-7.907122652,-39.91286347,12.55672875,-26.35613472,19458
Brett Baty,NYM,3B,999,89.7768,-0.078554578,-12.9723821,-13.75024318,-3.14873275,-7.379798579,-37.32971119,9.970805717,-26.35890547,26123
Yolbert Sanchez,CHW,2B/SS,999,78.8184,-0.088127745,-13.87460674,-14.44953975,-2.9583911,-8.354320819,-39.72498615,12.36268108,-26.36230507,sa3011471
Ryan Vilade,PIT,OF,999,78.2747,-0.614088426,-13.86027873,-14.38693151,-2.819292338,-8.265574088,-39.94616509,12.55672875,-26.38943634,22165
Ryan McKenna,BAL,OF,999,80.6506,-1.083705382,-13.71835829,-14.33090703,-2.923055203,-7.949501916,-40.00552783,12.55672875,-26.44879907,19928
Travis Swaggerty,PIT,OF,999,65.052,-0.54943648,-13.96965263,-14.57277664,-2.795064217,-8.148708723,-40.03563869,12.55672875,-26.47890994,24491
J.J. Matijevic,HOU,1B/OF/DH,999,52.2438,-0.510512415,-13.93790092,-14.70472718,-3.09063946,-7.814951699,-40.05873167,12.55672875,-26.50200291,20165
Luis Torrens,,C,999,78.3788,-0.660654795,-13.52251436,-14.30216316,-3.286399543,-7.771525009,-39.54325687,11.87087657,-26.6723803,15905
Robinson Chirinos,,C,999,106.055,-1.755227405,-13.23204304,-13.84469332,-3.11041673,-7.685356434,-39.62773693,11.87087657,-26.75686036,3142
Rafael Ortega,,OF/DH,696.0900269,49.0027,-0.278124271,-14.32435946,-14.7929595,-2.790961658,-8.195519344,-40.38192424,12.55672875,-26.82519548,10323
Canaan Smith-Njigba,PIT,OF,999,52.5511,-0.187185472,-14.21465094,-14.78551531,-2.962338821,-8.272583553,-40.4222741,12.55672875,-26.86554534,23264
Joseph Wiemer,MIL,OF,999,45.9774,-0.333875942,-14.18530463,-14.91832638,-2.967099303,-8.037201268,-40.44180752,12.55672875,-26.88507877,sa3014531
Sam Huff,TEX,C,610.9099731,62.074,-0.669446032,-13.70829732,-14.59115033,-3.283303298,-7.572882183,-39.82507917,11.87087657,-26.95420259,22209
Jeter Downs,WSN,2B/3B/SS/DH,999,58.297,-1.054659947,-14.04677283,-14.7313625,-2.780782771,-7.880373726,-40.49395177,12.36268108,-27.13127069,22202
Sam Hilliard,ATL,OF,724.5499878,51.5839,-0.729643088,-14.11726238,-14.82959926,-3.030494915,-7.990471229,-40.69747087,12.55672875,-27.14074212,17954
Tyler Heineman,,C,999,75.7733,-0.42015988,-13.85956759,-14.45111031,-3.080847599,-8.275725785,-40.08741117,11.87087657,-27.21653459,13897
Kevin Pillar,,OF,999,45.7242,-0.286470606,-14.2548321,-15.01269045,-3.180740185,-8.195599879,-40.93033321,12.55672875,-27.37360446,12434
Cal Stevenson,OAK,OF,999,52.3732,-0.40165935,-14.39252729,-14.91641152,-2.878778938,-8.374583922,-40.96396102,12.55672875,-27.40723227,22411
Lewin Diaz,,1B,744.0499878,45.8719,-0.49251219,-14.07281419,-14.93237556,-3.311363012,-7.854631934,-40.66369688,12.24404145,-27.41965544,18365
Richie Palacios,CLE,OF,999,44.7154,-0.095259813,-14.42199907,-15.03513042,-2.973291805,-8.462565264,-40.98824637,12.55672875,-27.43151762,24589
Zack Short,DET,2B/SS/DH,999,71.1929,-1.172842327,-13.98494282,-14.55747965,-3.041447876,-8.074343543,-40.83105621,12.36268108,-27.46837513,19562
Ceddanne Rafaela,BOS,3B/OF,999,32.841,-0.022943763,-14.4773239,-15.23280867,-3.088317284,-8.294820636,-41.11621425,12.55672875,-27.5594855,sa3005581
Brent Rooker,OAK,OF/DH,999,40.5138,-0.490647739,-14.32630477,-15.06596119,-3.270028149,-8.016615884,-41.16955773,12.55672875,-27.61282898,19627
Charlie Culberson,,3B,999,96.8927,-0.613539502,-13.34401065,-14.02692377,-2.633246726,-7.979312444,-38.5970331,9.970805717,-27.62622738,3298
Derek Hill,WSN,OF,999,45.1817,-0.484986374,-14.43136975,-15.07572895,-2.979368179,-8.281325299,-41.25277855,12.55672875,-27.6960498,16947
Michael Busch,LAD,2B,999,39.4092,-0.288891918,-14.32655572,-15.05524682,-3.293946641,-8.129211056,-41.09385215,12.36268108,-27.73117107,sa3011540
Israel Pineda,WSN,C,999,60.1754,-0.761875321,-13.95908967,-14.74539013,-3.243323036,-7.90486673,-40.61454489,11.87087657,-27.74366832,22906
Parker Meadows,DET,OF,999,39.4092,-0.268163399,-14.46805785,-15.17566534,-3.165607292,-8.296955684,-41.37444956,12.55672875,-27.8177208,sa3007943
Nathan Lukes,TOR,OF,999,39.4092,-0.180836002,-14.52419844,-15.1630791,-3.125781856,-8.443550971,-41.43744637,12.55672875,-27.88071762,sa875215
Cam Gallagher,,C,999,71.8008,-0.86356235,-13.93478427,-14.58222166,-3.191499645,-8.213768224,-40.78583615,11.87087657,-27.91495957,12981
Yoshi Tsutsugo,TEX,1B,999,47.5287,-0.525402698,-14.25987301,-14.95373977,-3.324018914,-8.096056888,-41.15909128,12.24404145,-27.91504983,27459
Pedro Severino,,C/1B/DH,749.75,60.9854,-0.61107583,-14.0197274,-14.75225345,-3.254508219,-8.155677945,-40.79324285,11.87087657,-27.92236627,14523
Jake Marisnick,,OF,999,38.8223,-0.43797206,-14.50667021,-15.2192113,-3.047911298,-8.308557624,-41.52032249,12.55672875,-27.96359373,11339
Stephen Piscotty,,OF,999,39.6454,-0.417958555,-14.42300304,-15.20419397,-3.269757229,-8.227827494,-41.54274029,12.55672875,-27.98601153,13367
Ryan O'Hearn,,1B/OF/DH,748.1400146,33.2867,-0.293551751,-14.47870449,-15.26727546,-3.319684173,-8.1898392,-41.54905507,12.55672875,-27.99232631,16442
Tyler Wade,OAK,2B,750.5900269,38.68,-0.363516889,-14.67343972,-15.27056723,-2.634059487,-8.534795371,-41.4763787,12.36268108,-28.11369762,15730
Jonathan Davis,,OF,999,38.1293,-0.446704299,-14.64651981,-15.22144885,-2.892595916,-8.476020285,-41.68328917,12.55672875,-28.12656041,15104
Miguel Andujar,PIT,OF,549.1799927,26.5435,0.016272472,-14.64959457,-15.43836137,-3.26577081,-8.38546074,-41.72291502,12.55672875,-28.16618627,15878
Freddy Fermin,KCR,C,999,48.0484,-0.347589496,-14.27882362,-14.95634311,-3.282606643,-8.177995562,-41.04335843,11.87087657,-28.17248186,21840
Andre Lipcius,DET,2B/3B,999,39.4092,-0.164937415,-14.55705871,-15.17714982,-3.206090697,-8.434204978,-41.53944162,12.36268108,-28.17676054,sa3010401
Rene Pinto,TBR,C,999,47.0596,-0.485817971,-14.20440166,-14.99425223,-3.270879619,-8.095734655,-41.05108613,11.87087657,-28.18020956,19859
Miles Mastrobuoni,CHC,2B/OF,999,32.981,0.043259351,-14.64654076,-15.31680261,-3.139560125,-8.496363947,-41.55600809,12.36268108,-28.19332701,20017
Austin Wynns,,C,750,46.6591,-0.237552378,-14.39371957,-15.03482921,-3.276104523,-8.336031648,-41.27823733,11.87087657,-28.40736076,15271
Luke Raley,TBR,1B/OF/DH,999,26.1148,-0.238741065,-14.69318515,-15.43605929,-3.264725827,-8.335548249,-41.96825959,12.55672875,-28.41153083,19354
Jerar Encarnacion,MIA,OF,999,25.8375,-0.211852679,-14.694733,-15.46983759,-3.28605121,-8.336233079,-41.99870756,12.55672875,-28.44197881,21871
Pedro Leon,HOU,SS/OF,999,26.2728,-0.433353474,-14.79523816,-15.44079257,-2.923674462,-8.446088908,-42.03914757,12.55672875,-28.48241882,sa3014838
William MacIver,COL,C,999,36.6506,-0.317751714,-14.46824605,-15.1863797,-3.165297662,-8.243941277,-41.38161641,11.87087657,-28.51073984,sa3007828
Ivan Herrera,STL,C,999,41.7462,-0.381312181,-14.44389886,-15.07792337,-3.212863726,-8.300661849,-41.41665999,11.87087657,-28.54578341,20599
Jose Barrero,CIN,SS,625.6799927,127.122,-1.966372937,-12.61893018,-13.4622456,-2.50320446,-7.277475882,-37.82822906,8.249806128,-28.57842293,23378
Ben Rortvedt,NYY,C,999,47.3915,-0.74343516,-14.28457577,-15.01957521,-3.280168349,-8.121677854,-41.44943234,11.87087657,-28.57855576,20287
Edouard Julien,MIN,2B,999,26.2728,-0.155615732,-14.76796268,-15.40733702,-3.189100049,-8.438193133,-41.95820862,12.36268108,-28.59552753,sa3014445
Owen Miller,MIL,1B/2B/DH,643.7299805,33.539,-0.184098824,-14.63173166,-15.36691064,-3.323128745,-8.46743968,-41.97330955,12.36268108,-28.61062846,24655
Matt Beaty,,1B/OF/DH,999,25.8873,-0.141500702,-14.81431429,-15.50159347,-3.305712368,-8.522025179,-42.28514601,12.55672875,-28.72841726,17710
Willi Castro,,OF,738.7299805,20.0935,-0.067512208,-14.9064109,-15.61540694,-3.201601135,-8.548693512,-42.3396247,12.55672875,-28.78289594,17338
Jose Herrera,ARI,C,999,46.4345,-0.470640848,-14.47926921,-15.0646273,-3.237130545,-8.415996389,-41.6676643,11.87087657,-28.79678772,17040
Alfonso Rivas,,1B,999,32.7223,-0.264850805,-14.69149094,-15.3459552,-3.252340846,-8.500070135,-42.05470792,12.24404145,-28.81066648,21560
Bligh Madris,HOU,OF,999,19.7889,-0.131331565,-14.87587241,-15.59793692,-3.304589978,-8.514894817,-42.42462569,12.55672875,-28.86789694,20054
Eguy Rosario,SDP,3B/SS,999,54.6166,-0.269327455,-14.02098241,-14.6723043,-2.813564258,-8.100367372,-39.8765458,9.970805717,-28.90574009,19964
Brenton Doyle,COL,OF,999,13.1364,0.021848374,-14.97451597,-15.72166871,-3.278620224,-8.516183919,-42.46914044,12.55672875,-28.91241169,sa3009965
Michael Hermosillo,NYY,OF,999,19.6812,-0.27357538,-14.90599255,-15.60335864,-3.249941261,-8.47892077,-42.5117886,12.55672875,-28.95505984,16285
Peyton Burdick,MIA,OF,999,18.9871,-0.247266488,-14.90362898,-15.61798874,-3.275369169,-8.474932592,-42.51918597,12.55672875,-28.96245722,25459
Dustin Harris,TEX,1B/OF,999,13.1364,-0.030570946,-15.00953067,-15.73593305,-3.270415175,-8.53443281,-42.58088265,12.55672875,-29.0241539,sa3010279
Ehire Adrianza,,P/2B/3B/SS/OF/DH,999,25.6965,-0.185176792,-14.85428625,-15.49744111,-3.288063774,-8.574475594,-42.39944352,12.36268108,-29.03676244,8418
Michael Chavis,,1B,741.7700195,20.5394,-0.166978299,-14.81050746,-15.59143944,-3.329940484,-8.400647994,-42.29951367,12.24404145,-29.05547223,17321
Chadwick Tromp,ATL,C,999,30.289,-0.279569262,-14.62771562,-15.37867928,-3.320806563,-8.344612253,-41.95138297,11.87087657,-29.0805064,16953
Kyle Garlick,,OF,746.3599854,13.7725,-0.124257436,-14.97721423,-15.72620835,-3.355561907,-8.49092555,-42.67416747,12.55672875,-29.11743872,18063
Willie Calhoun,,OF/DH,738.9500122,13.534,-0.056435244,-15.01551287,-15.72506805,-3.355987642,-8.542973112,-42.69597692,12.55672875,-29.13924816,17838
Chris Owings,,P/2B/3B/SS/OF,999,25.4122,-0.388127697,-14.85614788,-15.53885719,-3.217585498,-8.52093751,-42.52165577,12.36268108,-29.15897469,10030
Alcides Escobar,,SS,999,122.673,-0.839562117,-13.1255138,-13.4635364,-2.91953324,-8.096983441,-38.445129,8.249806128,-29.19532287,6310
Addison Barger,TOR,3B/SS,999,45.9774,-0.08246913,-14.06840073,-14.85003831,-3.218785296,-7.959734148,-40.17942761,9.970805717,-29.2086219,sa3006910
Dominic Fletcher,ARI,OF,999,13.1364,-0.016525465,-15.04680436,-15.76291264,-3.324251136,-8.617580003,-42.7680736,12.55672875,-29.21134485,sa1115778
Eli White,ATL,OF,745.8499756,13.0424,-0.178900055,-15.08100332,-15.76992648,-3.186506952,-8.605414083,-42.82175089,12.55672875,-29.26502214,19346
Billy Hamilton,,2B/3B/OF/DH,999,19.8737,-0.393488536,-15.03634598,-15.69135431,-2.85687297,-8.65218439,-42.63024618,12.36268108,-29.2675651,10199
Blake Perkins,MIL,OF,999,13.1364,-0.176188352,-15.05517109,-15.76028783,-3.276568967,-8.57173625,-42.83995249,12.55672875,-29.28322374,sa874806
Simon Muzziotti,PHI,OF,999,12.874,-0.088131574,-15.07692454,-15.77889817,-3.278929853,-8.626644018,-42.84952816,12.55672875,-29.2927994,19553
Roman Quinn,,OF,999,13.1765,-0.169265624,-15.08690186,-15.7747673,-3.203845916,-8.627892835,-42.86267354,12.55672875,-29.30594478,13546
Niko Goodrum,,1B/2B/DH,999,20.0119,-0.307317608,-14.95847277,-15.64131081,-3.203768509,-8.566378411,-42.67724811,12.36268108,-29.31456703,12092
Otto Lopez,TOR,2B/SS/OF,999,13.5663,0.021937309,-15.06700999,-15.74391504,-3.265151562,-8.662336081,-42.71647536,12.36268108,-29.35379428,19608
Wenceel Perez,DET,2B/SS,999,13.1364,-0.040377194,-15.06270114,-15.77345491,-3.285006227,-8.624186665,-42.78572613,12.36268108,-29.42304505,sa3003326
David Bote,CHC,1B/2B/3B/DH,999,13.0168,-0.113312372,-15.04115684,-15.77029222,-3.333539866,-8.566821542,-42.82512284,12.36268108,-29.46244175,14593
Charles Leblanc,,2B,999,13.3958,-0.126841207,-15.04810122,-15.77255129,-3.317323286,-8.580880835,-42.84569784,12.36268108,-29.48301675,19813
Buddy Kennedy,ARI,2B,999,13.2759,-0.078715068,-15.06201087,-15.77276642,-3.319103628,-8.613914118,-42.84651011,12.36268108,-29.48382902,22505
Matthew Batten,SDP,P/2B/3B/OF/DH,999,13.3128,-0.114723255,-15.08809412,-15.77123887,-3.249283304,-8.64610143,-42.86944098,12.36268108,-29.5067599,20157
Rylan Bannon,HOU,2B/3B/DH,999,13.1064,-0.18048487,-15.05109231,-15.75249948,-3.317323286,-8.569198326,-42.87059827,12.36268108,-29.50791719,19768
Spencer Horwitz,TOR,1B,999,13.1364,-0.052722725,-15.04257919,-15.73586849,-3.339577544,-8.591596501,-42.76234446,12.24404145,-29.51830301,sa1115496
Rafael Marchan,PHI,C,999,30.1541,-0.291611671,-14.77557641,-15.45105513,-3.324909087,-8.551150866,-42.39430316,11.87087657,-29.52342659,21646
Max Schrock,SDP,P/2B/OF/DH,999,13.196,-0.086622863,-15.06782575,-15.77571396,-3.341822322,-8.633089539,-42.90507444,12.36268108,-29.54239335,17750
Cole Tucker,COL,2B/SS/OF,999,13.0021,-0.118820699,-15.0875921,-15.78216843,-3.28214221,-8.636634575,-42.90735802,12.36268108,-29.54467693,17326
Matt Reynolds,CIN,2B/SS,749.1400146,13.0509,-0.111033947,-15.08531217,-15.78468564,-3.323322258,-8.62793312,-42.93228714,12.36268108,-29.56960606,13788
Tim Locastro,,OF,999,6.72057,-0.07198566,-15.20510261,-15.91609825,-3.279974836,-8.676919069,-43.15008043,12.55672875,-29.59335167,15124
Heliot Ramos,SFG,OF,745.7299805,6.63594,-0.054188741,-15.19299179,-15.91900274,-3.34457024,-8.656615681,-43.1673692,12.55672875,-29.61064044,22515
Jake Lamb,LAA,OF,999,6.58771,-0.088101749,-15.18431133,-15.91104225,-3.369804633,-8.632243562,-43.18550353,12.55672875,-29.62877478,13329
Mike Tauchman,,OF,999,6.57655,-0.071386096,-15.21054098,-15.91693732,-3.333694681,-8.668378756,-43.20093784,12.55672875,-29.64420908,15274
Garrett Hampson,,SS/OF,697.5900269,6.63799,-0.081927374,-15.21911687,-15.92868442,-3.288412102,-8.684774547,-43.20291531,12.55672875,-29.64618656,19262
Khalil Lee,NYM,OF,749.4699707,6.5954,-0.100514408,-15.20303186,-15.91525917,-3.3301727,-8.658388199,-43.20736633,12.55672875,-29.65063758,19952
Bradley Zimmer,LAD,OF,999,6.64321,-0.114635007,-15.21505901,-15.92485479,-3.307337895,-8.671682086,-43.23356879,12.55672875,-29.67684003,16221
Payton Henry,MIL,C,999,23.6947,-0.357219729,-14.87574689,-15.57366816,-3.318136053,-8.504823702,-42.62959454,11.87087657,-29.75871797,22164
Yonny Hernandez,LAD,2B/3B,738,6.66622,-0.062668194,-15.23553654,-15.91069802,-3.231325092,-8.710113496,-43.15034134,12.36268108,-29.78766026,19432
Michael Stefanic,LAA,2B,999,6.50006,0.002838394,-15.21116848,-15.91394676,-3.35873556,-8.685660806,-43.16667321,12.36268108,-29.80399213,25353
Hoy Park,,2B/3B/SS/OF,999,6.47849,-0.070297257,-15.21275816,-15.91317223,-3.334778364,-8.670473549,-43.20147956,12.36268108,-29.83879847,18027
Francis Dingler,DET,C,999,18.3253,-0.214096266,-14.94975047,-15.67128097,-3.352930101,-8.521823748,-42.70988156,11.87087657,-29.83900498,sa3014528
Anthony Bemboom,BAL,C,999,17.7464,-0.268690386,-14.98516261,-15.69638879,-3.341280479,-8.55376936,-42.84529163,11.87087657,-29.97441505,13854
Austin Allen,MIA,C/DH,999,12.1666,-0.109716996,-15.04515193,-15.79365733,-3.365315079,-8.560859432,-42.87470077,11.87087657,-30.0038242,18083
Matt Thaiss,LAA,C/1B/3B,735.2700195,12.2298,-0.131245164,-15.06403981,-15.77339036,-3.340893448,-8.574717305,-42.88428608,11.87087657,-30.01340951,19318
Bryan Lavastida,CLE,C,999,11.9051,-0.116293184,-15.08593968,-15.79740092,-3.310395437,-8.614760089,-42.92478931,11.87087657,-30.05391273,24765
Kyle McCann,OAK,C/1B,999,18.3253,-0.385674963,-14.9796824,-15.70008934,-3.350724027,-8.513082026,-42.92925276,11.87087657,-30.05837618,sa1159677
Dom Nunez,,C,999,17.5983,-0.336476949,-14.99760809,-15.69993874,-3.346698907,-8.555662734,-42.93638542,11.87087657,-30.06550885,15055
Jared Triolo,PIT,3B,999,39.4092,-0.067773128,-14.50560345,-15.1397355,-3.056077637,-8.424536703,-41.19372642,9.970805717,-30.22292071,sa3010272
Tony Wolters,,C/2B/DH,999,18.0752,-0.331944861,-15.06834866,-15.73879451,-3.33710055,-8.659556451,-43.13574503,11.87087657,-30.26486846,11470
David Fry,CLE,C/3B,999,6.5682,-0.048840337,-15.17906122,-15.90912744,-3.37139146,-8.641710423,-43.15013088,11.87087657,-30.2792543,sa3006787
Danny Mendick,NYM,SS,749.1799927,83.8629,-0.789552115,-13.65541979,-14.18408966,-2.927506055,-8.018871806,-39.57543943,8.249806128,-30.3256333,18889
Sandy Leon,,C,999,11.7759,-0.221985099,-15.13595171,-15.84591686,-3.359432214,-8.640421316,-43.2037072,11.87087657,-30.33283063,5273
Patrick Mazeika,LAD,C,999,5.84861,-0.045982222,-15.20163042,-15.9286414,-3.371004429,-8.657864504,-43.20512298,11.87087657,-30.3342464,18142
Curtis Mead,TBR,3B,999,32.841,-0.061661147,-14.52375919,-15.23949979,-3.242974708,-8.315486554,-41.38338139,9.970805717,-30.41257568,sa3008392
Chad Wallach,LAA,C,999,5.987,-0.112087769,-15.22045554,-15.94596084,-3.372900879,-8.667210509,-43.31861553,11.87087657,-30.44773896,17161
Livan Soto,LAA,3B/SS,999,25.6376,-0.157320683,-14.85453729,-15.51243695,-3.224706866,-8.573790764,-42.32279255,9.970805717,-31.35198684,22471
Jacob Amaya,MIA,SS,999,65.682,-0.645518074,-14.01121428,-14.61851722,-3.198040463,-8.146130519,-40.61942056,8.249806128,-31.36961443,sa3005081
Liover Peguero,PIT,SS,999,45.7883,-0.169190286,-14.38907602,-15.06692933,-2.908077125,-8.403105348,-40.93637811,8.249806128,-31.68657199,24273
Colton Welker,SFG,1B/3B,748.4199829,12.8098,-0.092977756,-15.05123873,-15.77242221,-3.334197817,-8.581968505,-42.83280502,9.970805717,-31.8619993,19961
Davis Wendzel,TEX,3B/SS,999,13.1364,-0.209023694,-15.06537848,-15.78961254,-3.346350579,-8.572380801,-42.98274609,9.970805717,-32.01194038,sa3011890
Ernie Clement,OAK,3B,999,12.9545,-0.074707997,-15.09945192,-15.81842091,-3.342828602,-8.659193891,-42.99460332,9.970805717,-32.0237976,20352
Mark Vientos,NYM,3B/DH,999,6.5862,-0.040497524,-15.14482043,-15.89389493,-3.372978285,-8.593771865,-43.04596304,9.970805717,-32.07515732,22184
Johan Camargo,MIN,SS,999,25.4489,-0.073109578,-14.78944422,-15.49180426,-3.348634061,-8.488508487,-42.19150061,8.249806128,-32.94169448,14950
Braden Shewmake,ATL,SS,999,19.7046,-0.110155421,-14.8918528,-15.61065217,-3.282297013,-8.526537047,-42.42149445,8.249806128,-33.17168832,sa3010332
Andrew Velazquez,LAA,SS,739.8699951,12.4592,-0.177388806,-15.0875921,-15.79348521,-3.179695214,-8.611053912,-42.84921525,8.249806128,-33.59940912,14196
Joseph Ortiz,BAL,SS,999,6.5682,-0.006283826,-15.18792994,-15.91145104,-3.357419654,-8.659637022,-43.12272148,8.249806128,-33.87291535,sa3009889
Maikel Garcia,KCR,SS,999,6.44647,-0.015911179,-15.21409683,-15.92405873,-3.302345203,-8.689125275,-43.14553722,8.249806128,-33.89573109,22715
Ryan Fitzgerald,BOS,SS,999,6.5682,-0.079193142,-15.20252985,-15.92233754,-3.356490782,-8.670352699,-43.23090401,8.249806128,-33.98109789,sa3006218
Dixon Machado,HOU,SS,999,6.46919,-0.041329096,-15.21595843,-15.92631779,-3.355948939,-8.691864619,-43.23141888,8.249806128,-33.98161275,11472
Seth Beer,ARI,DH,999,32.7801,-0.240990895,-14.56778903,-15.2914366,-3.350336995,-8.325718834,-41.77627235,6.033740274,-34.74253208,20493
Jed Lowrie,,DH,999,20.8459,-0.157940887,-14.89325423,-15.61291122,-3.352697881,-8.542771692,-42.55957591,6.033740274,-35.52583563,4418
